id;source_locale;target_locale;source;target;entities;from;wikidata_labels
b3dd5b5d;en;es;Which state has more electoral votes, Texas or New York?;¿Qué estado tiene más votos electorales, Texas o Nueva York?;['Q1384'];mintaka;{'Q1384': {'es': 'Nueva York', 'en': 'New York'}}
6a750d5e;en;es;Which state has more electoral votes, Virginia or West Virginia?;¿Qué estado cuenta con más votos electorales, Virginia o Virginia Occidental?;['Q1371'];mintaka;{'Q1371': {'es': 'Virginia Occidental', 'en': 'West Virginia'}}
2b2a237e;en;es;What state has more representatives, New York or Wyoming?;¿Qué estado tiene más representantes, Nueva York o Wyoming?;['Q1384'];mintaka;{'Q1384': {'es': 'Nueva York', 'en': 'New York'}}
2dce6594;en;es;Which state has more electoral votes, Oregon or Washington?;¿Qué estado tiene más votos electorales, Oregón o Washington?;['Q824'];mintaka;{'Q824': {'es': 'Oregón', 'en': 'Oregon'}}
144a5d49;en;es;How many Hindu representatives are there currently serving in Congress?;¿Cuántos representantes hindúes sirven en el Congreso actualmente?;['Q10090'];mintaka;{'Q10090': {'es': 'hindú', 'en': 'Hindu'}}
63274190;en;es;How many black presidents has the USA had?;¿Cuántos presidentes negros ha tenido los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
f470e9cc;en;es;How many Democrat governors has Pennsylvania had since the year 2000?;¿Cuántos gobernadores demócratas han habido en Pensilvania desde el año 2000?;['Q1400'];mintaka;{'Q1400': {'es': 'Pensilvania', 'en': 'Pennsylvania'}}
2a61f896;en;es;Which New York governors have not been Democrat since 1995?;¿Qué gobernadores de Nueva York no han sido demócratas desde 1995?;['Q1384'];mintaka;{'Q1384': {'es': 'Nueva York', 'en': 'New York'}}
ec30f356;en;es;How many governors of Kansas have not been Republicans?;¿Cuántos gobernadores de Kansan no han sido republicanos?;['Q1558'];mintaka;{'Q1558': {'es': 'Kansas', 'en': 'Kansas'}}
59d2b202;en;es;What presidents since 1980 have not been former TV stars?;¿Qué presidentes desde 1980 no han sido antiguas estrellas de televisión?;['Q289'];mintaka;{'Q289': {'es': 'televisión', 'en': 'television'}}
c426fedb;en;es;Which presidential primary did Pete Buttigieg run in, but did not get the nomination?;¿En cuales elecciones presidenciales primarias contendió Peter Buttigieg pero no obtuvo el nombramiento?;['Q7173106'];mintaka;{'Q7173106': {'es': 'Pete Buttigieg', 'en': 'Pete Buttigieg'}}
02acb7a6;en;es;Who served as First Lady from 2009 to 2017 and graduated Princeton University?;¿Quién se desempeñó como primera dama de 2009 a 2017 y se graduó en la Universidad Princeton?;['Q203184'];mintaka;{'Q203184': {'es': 'primera dama', 'en': 'First Lady'}}
a2a8950a;en;es;Who starred in a reality television show and was also president of the United States?;¿Quién protagonizó un reality show en la televisión y también fue presidente de los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
3c29e75d;en;es;Who was a former First Lady and ran for president in 2016?;¿Quién fue primera dama y contendió en las elecciones presidenciales de 2016?;['Q203184'];mintaka;{'Q203184': {'es': 'primera dama', 'en': 'First Lady'}}
0ae3b8a6;en;es;What congressman entered congress in 2011 and later switched to the Libertarian Party?;¿Qué congresista ingresó al congreso en 2011 y luego se trasladó al Partido Libertario?;['Q558334'];mintaka;{'Q558334': {'es': 'Partido Libertario', 'en': 'Libertarian Party'}}
ed69abbb;en;es;Who was the 43 president of the US and part owner of the Texas rangers?;¿Quién fue el 43º presidente de Estados Unidos y copropietario de los Rangers de Texas?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
ef9fce27;en;es;Who was the 43rd president of the United States and former governor of Texas?;¿Quién fue el presidente 43º de los Estados Unidos y fue gobernador de Texas?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
912eea59;en;es;Who was the 16th Chief of Staff of the Army and the 34th president of the United States?;¿Quién fue el Jefe de Personal 16 de la Armada y el presidente 34 de los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
e0c2b532;en;es;Who was a United States senator and had been a cast member on Saturday Night Live?;¿Quién fue senador de Estados Unidos y miembro del reparto de Saturday Night Live?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
2f7e298f;en;es;Who was a member of the United States House of Representatives and previously co-starred on a television series from 1977-1986?;¿Quién fue miembro de la Cámara de Representantes de Estados Unidos y anteriormente coprotagonizó una serie televisiva de 1977 a 1986?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
8abde2c8;en;es;Who was queen of England and reigned in the 20th century?;¿Quién fue reina de Inglaterra en el siglo XX?;['Q21'];mintaka;{'Q21': {'es': 'Inglaterra', 'en': 'England'}}
f0e23748;en;es;Who is one of the last 5 Pennsylvania governors and was born in New York?;¿Quién es uno de los últimos 5 gobernadores de Pensilvania y nació en Nueva York?;['Q1400', 'Q1384'];mintaka;{'Q1400': {'es': 'Pensilvania', 'en': 'Pennsylvania'}, 'Q1384': {'es': 'Nueva York', 'en': 'New York'}}
f97788c9;en;es;Who was a senator from Tennessee and ran in the 1956 Democratic Primaries?;¿Quién fue senador de Tennessee y se postuló en las elecciones democráticas primarias en 1956?;['Q15686806'];mintaka;{'Q15686806': {'es': 'senador', 'en': 'senator'}}
94c7609e;en;es;What party did the US president during the September 11, 2001 attacks belong to?;¿A qué partido pertenecía el presidente estadounidense durante el atentado del 11 de septiembre de 2001?;['Q10806'];mintaka;{'Q10806': {'es': 'Atentados del 11 de septiembre de 2001', 'en': 'September 11 attacks'}}
a2836aff;en;es;Who is the first child of the 44th president of the United States?;¿Quién es el primer hijo del 44º presidente de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
9ed43646;en;es;From which state was the last sitting US senator to have served during the presidencies of John F. Kennedy, Lyndon B. Johnson, and Richard Nixon?;¿A qué estado pertenecía el último senador de los EE. UU. quién proporcionó sus servicios durante las presidencias de John F Kennedy, Lyndon B. Johnson y Richard Nixon?;['Q9696'];mintaka;{'Q9696': {'es': 'John F. Kennedy', 'en': 'John F. Kennedy'}}
6dc5d2d8;en;es;Who was the wife of the 1st president of the United States?;¿Quién era la mujer del primer presidente de los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
b1251903;en;es;The first United States president to be born in the 20th century was a Lieutenant in which branch of the United States military?;El primer presidente de Estados Unidos nacido en el siglo XX fue un teniente, ¿en qué rama del ejército de los Estados Unidos?;['Q186024', 'Q30'];mintaka;{'Q186024': {'es': 'teniente', 'en': 'lieutenant'}, 'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
134ba55b;en;es;When was Franklin D Roosevelt's first year in office as president of the United States?;¿Cuál fue el primer año de Franklin D Roosevelt en el cargo como presidente de Estados Unidos?;['Q8007'];mintaka;{'Q8007': {'es': 'Franklin D. Roosevelt', 'en': 'Franklin Delano Roosevelt'}}
2b2f2021;en;es;Who was the 14th president of the Virgin Islands legislature?;¿Quién fue el 14º presidente de la legislatura de las Islas Vírgenes?;['Q26262'];mintaka;{'Q26262': {'es': 'Islas Vírgenes', 'en': 'Virgin Islands'}}
f00a32e3;en;es;Who was the 1st president of the United States who was in office at some point in the 21st century?;¿Quién fue el primer presidente de los Estados Unidos en el cargo en algún momento del siglo XXI?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
53a309a1;en;es;Who was the fifth president of the United States?;¿Quién fue el quinto presidente de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
abd06c74;en;es;Who was the first woman to be a mayor?;¿Quién fue la primer mujer alcalde?;['Q467', 'Q30185'];mintaka;{'Q467': {'es': 'mujer', 'en': 'woman'}, 'Q30185': {'es': 'alcalde', 'en': 'mayor'}}
2b907574;en;es;Who is the first female vice president of the United States?;¿Quién fue la primer vicepresidenta de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
4003f6f3;en;es;Who is the oldest president to be sworn into presidency for the USA?;¿Quién es el presidente más grande en jurar su cargo en Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
721d09c5;en;es;Who is oldest ever freshmen senator?;¿Quién es el Senador novato de mayor edad que ha habido?;['Q15686806'];mintaka;{'Q15686806': {'es': 'senador', 'en': 'senator'}}
3c5619f0;en;es;Who was the shortest serving vice president in US history?;¿Cuál fue el vicepresidente de menor duración en su cargo de la historia estadounidense?;['Q42178'];mintaka;{'Q42178': {'es': 'vicepresidente', 'en': 'vice president'}}
620d66a6;en;es;Which state has had the most US presidents?;¿Qué estado tiene el mayor número de presidentes de los Estados Unidos?;['Q11696'];mintaka;{'Q11696': {'es': 'presidente de los Estados Unidos', 'en': 'President of the United States'}}
90c75d6d;en;es;Who is the youngest vice president?;¿Quién es el vicepresidente más joven?;['Q42178'];mintaka;{'Q42178': {'es': 'vicepresidente', 'en': 'vice president'}}
c032419c;en;es;Who is the youngest vice president to be elected?;¿Quién es el vicepresidente electo más joven?;['Q42178'];mintaka;{'Q42178': {'es': 'vicepresidente', 'en': 'vice president'}}
8166fd1d;en;es;Which president of the United States served the longest as president?;¿Qué presidente de Estados Unidos fue el que más tiempo estuvo en la presidencia?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
cec6cef6;en;es;Is Kamala Harris of Asian descent?;¿Kamala Harris es de origen asiático?;['Q48'];mintaka;{'Q48': {'es': 'Asia', 'en': 'Asia'}}
70eb3528;en;es;Was Nelson Mandela president of South Africa for five years?;¿Fue Nelson Mandela presidente de Sudáfrica durante cinco años?;['Q258'];mintaka;{'Q258': {'es': 'Sudáfrica', 'en': 'South Africa'}}
38f9f3e2;en;es;Is the United Kingdom a constitutional monarchy?;¿El Reino Unido es una monarquía constitucional?;['Q145', 'Q41614'];mintaka;{'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}, 'Q41614': {'es': 'monarquía constitucional', 'en': 'constitutional monarchy'}}
c19ff303;en;es;Is the term limit for president of the Philippines 6 years long?;¿El mandato presidencial de las Filipinas es de 6 años?;['Q928'];mintaka;{'Q928': {'es': 'Filipinas', 'en': 'Philippines'}}
f8d1b7c7;en;es;Is Mitch McConnell a United States senator?;¿Mitch McConnell es un senador de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
5f8ec9cc;en;es;Has there ever been a United States president who wasn't born in the United States?;¿Ha habido alguna vez un presidente de Estados Unidos que no haya nacido en los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
91aafc2f;en;es;Are there communist parties that are politically active in the European Parliament?;¿Hay partidos comunistas que sean políticamente activos en el parlamento europeo?;['Q8889'];mintaka;{'Q8889': {'es': 'Parlamento Europeo', 'en': 'European Parliament'}}
3a0f5aa4;en;es;Did Pokémon Red come out before Pokémon Green?;¿Se publicó Pokémon Rojo antes que Pokémon Verde?;['Q11942165', 'Q25536523'];mintaka;{'Q11942165': {'es': 'Pokémon Verde', 'en': 'Pokémon Green'}, 'Q25536523': {'es': 'Pokémon Rojo', 'en': 'Pokémon Red'}}
e0d27dfa;en;es;How many mainline Final Fantasy games released on the SNES in the USA?;¿Cuántos juegos de la línea principal Final Fantasy se sacaron en SNES en los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
2c8d2c2d;en;es;How many Mario games were never released in the US?;¿Cuántos juegos de Mario nunca se estrenaron en los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
42a6dc6c;en;es;How many video games have more than 60,000,000 sales?;¿Cuántos videojuegos tienen más de 60 000 000 ventas?;['Q7889'];mintaka;{'Q7889': {'es': 'videojuego', 'en': 'video game'}}
5583f973;en;es;What was the first Call of Duty game not be set in the World War II era?;¿Cuál fue el primer juego de Call of Duty que no se desarrolla en la época de la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
a7391b67;en;es;What Mario game does not feature Princess Peach?;¿Qué juego de Mario no cuenta con la Princesa Peach?;['Q507001'];mintaka;{'Q507001': {'es': 'Princesa Peach', 'en': 'Princess Peach'}}
87d9f145;en;es;Which Soul Calibur game features a fighter from a Polish fantasy book series?;¿Qué juego de Soulcalibur tiene a un peleador de una serie de libros de fantasía polacos?;['Q2501650', 'Q809'];mintaka;{'Q2501650': {'es': 'Soulcalibur V', 'en': 'Soulcalibur V'}, 'Q809': {'es': 'polaco', 'en': 'Polish'}}
276f0444;en;es;Which game in Assassin's Creed takes place in the time of the Golden Age of Piracy?;¿Qué juego en Assassins Creed tiene lugar en la época dorada de la piratería?;['Q420292'];mintaka;"{'Q420292': {'es': ""Assassin's Creed"", 'en': ""Assassin's Creed""}}"
0f60219b;en;es;In what game, developed by Supergiant Games, do players take the role of Zagreus as he attempts to escape the Underworld?;¿En qué juego, desarrollado por Supergiant Games, los jugadores toman el papel de Zagreus mientras intenta escapar del Inframundo?;['Q154365'];mintaka;{'Q154365': {'es': 'inframundo', 'en': 'underworld'}}
33a4d66e;en;es;When was the final game in Kingdom Hearts' Xehanort Saga released?;¿Cuándo salió el último juego de la saga Kingdom Heart de Xehanort?;['Q755167'];mintaka;{'Q755167': {'es': 'Kingdom Hearts', 'en': 'Kingdom Hearts'}}
fda4401b;en;es;Who is the adoptive brother of the main character of Assassin's Creed Valhalla?;¿Quién es el hermano adoptivo del personaje principal de Assassin's Creed: Valhalla?;['Q92464687'];mintaka;"{'Q92464687': {'es': ""Assassin's Creed Valhalla"", 'en': ""Assassin's Creed Valhalla""}}"
01836185;en;es;What is the first video game ever made?;¿Cuál fue el primer videojuego que se creó?;['Q7889'];mintaka;{'Q7889': {'es': 'videojuego', 'en': 'video game'}}
832c1b91;en;es;What is the ninth installment in the Assassin's Creed series?;¿Cuál es la novena entrega de la saga de Assassins Creed?;['Q420292'];mintaka;"{'Q420292': {'es': ""Assassin's Creed"", 'en': ""Assassin's Creed""}}"
612f0f12;en;es;What is the tenth installment in the Assassin's Creed series?;¿Cuál es la décima entrega de la saga de Assassins Creed?;['Q420292'];mintaka;"{'Q420292': {'es': ""Assassin's Creed"", 'en': ""Assassin's Creed""}}"
7fcaf4e3;en;es;What is the twelfth installment in the Assassin's Creed series?;¿Cuál es la duodécima entrega de la saga Assassins Creed?;['Q420292'];mintaka;"{'Q420292': {'es': ""Assassin's Creed"", 'en': ""Assassin's Creed""}}"
5e45c1c3;en;es;What is the best-selling racing video game of all time?;¿Cuál es el videojuego de carreras más vendido de la historia?;['Q860750'];mintaka;{'Q860750': {'es': 'carreras', 'en': 'racing video game'}}
c3b10ad3;en;es;What was the most expensive video game to develop?;¿Cuál es el videojuego que más dinero requirió para su desarrollo?;['Q7889'];mintaka;{'Q7889': {'es': 'videojuego', 'en': 'video game'}}
9f38d602;en;es;Which video game has the biggest map?;¿Qué videojuego tiene el mapa más grande?;['Q7889'];mintaka;{'Q7889': {'es': 'videojuego', 'en': 'video game'}}
91746f60;en;es;Did Mario first appear in Donkey Kong?;¿La primera aparición de Mario fue en Donky kong?;['Q12384'];mintaka;{'Q12384': {'es': 'Donkey Kong', 'en': 'Donkey Kong'}}
dd27fa7e;en;es;Was Sonic's primary nemesis Dr. Ivo Robotnik originally known as Dr. Eggman in Japan?;¿El principal enemigo de Sonic era el Dr. ¿A Ivo Robotnik se le conocía originalmente como Dr. Eggman en Japón?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
cd181fde;en;es;Who lasted longer as the supreme leader of North Korea, Kim Il-sung or Kim Jong-il?;¿Quién duró más como líder supremo de Corea del Norte, Kim Il-sung o Kim Jong-il?;['Q423'];mintaka;{'Q423': {'es': 'Corea del Norte', 'en': 'North Korea'}}
60ada3ab;en;es;Did the 1948 Arab-Israeli War occur after the Vietnam War?;¿La Guerra Árabe- Israelita de 1948 sucedió después de la Guerra de Vietnam?;['Q8740'];mintaka;{'Q8740': {'es': 'Guerra de Vietnam', 'en': 'Vietnam War'}}
cf143226;en;es;Between Ulysses S Grant and Abe Lincoln, which one was president first?;Entre Ulysses S. Grant y Abe Lincoln, ¿quién fue presidente primero?;['Q34836'];mintaka;{'Q34836': {'es': 'Ulysses S. Grant', 'en': 'Ulysses S. Grant'}}
e6bb3db5;en;es;Which World War had the most casualties, World War I or World War II?;¿Qué Guerra Mundial tuvo más decesos, la Primera Guerra Mundial o la Segunda Guerra Mundial?;['Q103495', 'Q362', 'Q361'];mintaka;{'Q103495': {'es': 'guerra mundial', 'en': 'world war'}, 'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}, 'Q361': {'es': 'Primera Guerra Mundial', 'en': 'World War I'}}
3f0bc8bf;en;es;Who discovered America first, Amerigo Vespucci or Christopher Columbus?;¿Quién descubrió América primero: Américo Vespucio o Cristóbal Colón?;['Q7322'];mintaka;{'Q7322': {'es': 'Cristóbal Colón', 'en': 'Christopher Columbus'}}
506268f5;en;es;What war lasted longer, the Korean War or the Gulf War?;¿Qué guerra duró más, la Guerra Coreana o la Guerra del Golfo?;['Q37643'];mintaka;{'Q37643': {'es': 'Guerra del Golfo', 'en': 'Gulf War'}}
944601c0;en;es;Who served longer as prime minister of the UK, Margaret Thatcher or Tony Blair?;¿Quién trabajó más tiempo como Primer Ministro del Reino Unido, Margaret Thatcher o Tony Blair?;['Q145'];mintaka;{'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}}
639418bb;en;es;Who had a shorter reign, Henry III of England or Edward III of England?;¿Quién reinó menos tiempo, Enrique III de Inglaterra o Eduardo II de Inglaterra?;['Q160311', 'Q129247'];mintaka;{'Q160311': {'es': 'Enrique III de Inglaterra', 'en': 'Henry III of England'}, 'Q129247': {'es': 'Eduardo III de Inglaterra', 'en': 'Edward III of England'}}
bfa873d0;en;es;Who served as Canadian prime minister for longer, Kim Campbell or William Mackenzie King?;¿Quién duró más tiempo como primer ministro de Canadá: Kim Campbell o William Mackenzie King?;['Q16'];mintaka;{'Q16': {'es': 'Canadá', 'en': 'Canada'}}
a35e080e;en;es;Did more Americans die in World War II or the American Civil War?;¿En qué guerra murieron más estadounidenses: en la Segunda Guerra Mundial o en la Guerra Civil de los Estados Unidos?;['Q846570', 'Q362'];mintaka;{'Q846570': {'es': 'estadounidenses', 'en': 'Americans'}, 'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
dc47b329;en;es;Was the Panama Canal completed before Teddy Roosevelt died?;¿Se terminó de construir el Canal de Panamá antes de la muerte de Teddy Roosevelt?;['Q7350'];mintaka;{'Q7350': {'es': 'Canal de Panamá', 'en': 'Panama Canal'}}
73c9d3d3;en;es;Which lasted longer, the Vietnam War or World War II?;¿Qué guerra duró más: la guerra de Vietnam o la Segunda Guerra Mundial?;['Q362', 'Q8740'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}, 'Q8740': {'es': 'Guerra de Vietnam', 'en': 'Vietnam War'}}
34bbd13a;en;es;Was the Qing Dynasty founded after 1800?;¿Se fundó la dinastía Qing después de 1800?;['Q8733'];mintaka;{'Q8733': {'es': 'Dinastía Qing', 'en': 'Qing dynasty'}}
e2300ecd;en;es;Which disease killed more people around the world, bubonic plague or smallpox?;¿Qué enfermedad mató a más gente en el mundo: la peste bubónica o la viruela?;['Q12214'];mintaka;{'Q12214': {'es': 'viruela', 'en': 'smallpox'}}
668fb3b3;en;es;Which country was founded first, Ethiopia or Nigeria?;¿Qué país fue fundado primero, Etiopía o Nigeria?;['Q115'];mintaka;{'Q115': {'es': 'Etiopía', 'en': 'Ethiopia'}}
5f7ee9d3;en;es;Which nation lost World War II, Germany or the United States?;¿Qué nación perdió la Segunda Guerra Mundial, Alemania o Estados Unidos?;['Q30', 'Q183', 'Q362'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}, 'Q183': {'es': 'Alemania', 'en': 'Germany'}, 'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
2921c5ba;en;es;Which war lasted longer, the Vietnam War or the Korean War?;¿Cuál guerra duró más, la guerra de Vietnam o la guerra de Corea?;['Q8740', 'Q8663'];mintaka;{'Q8740': {'es': 'Guerra de Vietnam', 'en': 'Vietnam War'}, 'Q8663': {'es': 'guerra de Corea', 'en': 'Korean War'}}
d4f801a4;en;es;Which was larger, the Achaemenid Empire or the Mongol Empire?;¿Cuál era más grande, el Imperio aqueménida o el Imperio mongol?;['Q12557', 'Q389688'];mintaka;{'Q12557': {'es': 'Imperio mongol', 'en': 'Mongol Empire'}, 'Q389688': {'es': 'Imperio aqueménida', 'en': 'Achaemenid Empire'}}
fc082aea;en;es;How many countries fought against the US in the Gulf War?;¿Cuántos países lucharon contra los EE. UU. en la Guerra del Golfo?;['Q37643'];mintaka;{'Q37643': {'es': 'Guerra del Golfo', 'en': 'Gulf War'}}
2c886c3f;en;es;How many wives did King Solomon have?;¿Cuántas esposas tuvo el Rey Salomón?;['Q37085'];mintaka;{'Q37085': {'es': 'Salomón', 'en': 'Solomon'}}
eace2abf;en;es;How many wives did King Saul have?;¿Cuántas esposas tuvo el Rey Saúl?;['Q28730'];mintaka;{'Q28730': {'es': 'Saúl', 'en': 'Saul'}}
01c761d0;en;es;How many countries first formed the British Commonwealth of Nations in 1931?;¿Cuántos países fueron los primeros que formaron la Mancomunidad de Naciones Británica en 1931?;['Q7785'];mintaka;{'Q7785': {'es': 'Mancomunidad de Naciones', 'en': 'Commonwealth of Nations'}}
ffff6029;en;es;How many United States presidents have been assassinated?;¿Cuántos presidentes de Estados Unidos han sido asesinados?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
1e64a53f;en;es;How many reigning queens has England had?;¿Cuántas reinas ha tenido Inglaterra?;['Q21'];mintaka;{'Q21': {'es': 'Inglaterra', 'en': 'England'}}
3cbb075c;en;es;How many countries were part of the Warsaw Pact in 1955?;¿Cuántos países formaron parte del Pacto de Varsovia en 1955?;['Q41644'];mintaka;{'Q41644': {'es': 'Pacto de Varsovia', 'en': 'Warsaw Pact'}}
e96b64cf;en;es;How many countries were originally in NATO?;¿Cuántas naciones formaban parte originalmente de la OTAN?;['Q7184'];mintaka;{'Q7184': {'es': 'OTAN', 'en': 'NATO'}}
c6f0c25a;en;es;How many United States presidents did not have any biological children?;¿Cuántos presidentes de los Estados Unidos no tuvieron hijos biológicos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
e899b602;en;es;How many colonies did Great Britain have in America?;¿Cuántas colonias tenía Gran Bretaña en EE. UU.?;['Q23666'];mintaka;{'Q23666': {'es': 'Gran Bretaña', 'en': 'Britain'}}
a7848241;en;es;How many queens has England had?;¿Cuántas reinas ha tenido Inglaterra?;['Q21'];mintaka;{'Q21': {'es': 'Inglaterra', 'en': 'England'}}
00f31050;en;es;Which president of the United States never married?;¿Qué presidente de los Estados Unidos nunca se casó?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
a77697a5;en;es;Who was the only daughter of Philip IV of France who did not die in infancy or childhood?;¿Quién fue la única hija del Rey Felipe IV de Francia que no murió en su infancia?;['Q130969'];mintaka;{'Q130969': {'es': 'Felipe IV de Francia', 'en': 'Philip IV of France'}}
5e68facd;en;es;Which of King Solomon's wives was never known by another name?;¿Cuáles de las esposas del Rey Salomón nunca fue conocida con otro nombre?;['Q37085'];mintaka;{'Q37085': {'es': 'Salomón', 'en': 'Solomon'}}
55fd2a32;en;es;Which French leader tried to invade Russia in 1812, but did not succeed?;¿Qué líder francés intentó invadir Rusia en 1812, pero no tuvo éxito?;['Q159'];mintaka;{'Q159': {'es': 'Rusia', 'en': 'Russia'}}
4ef41c12;en;es;Which First Lady never lived in the White House because her husband died one month into his presidency?;¿Qué Primera Dama no vivió nunca en la Casa Blanca porque su marido falleció un mes antes de llegar a la presidencia?;['Q35525', 'Q203184'];mintaka;{'Q35525': {'es': 'Casa Blanca', 'en': 'White House'}, 'Q203184': {'es': 'primera dama', 'en': 'First Lady'}}
4e056cb6;en;es;Which war did not end in a hundred years?;¿Qué guerra no terminó en cien años?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
0ab809a9;en;es;Which country has not been a part of a war since 1814?;¿Qué país no ha formado parte de una guerra desde 1814?;['Q6256', 'Q198'];mintaka;{'Q6256': {'es': 'país', 'en': 'country'}, 'Q198': {'es': 'guerra', 'en': 'war'}}
cd832dd6;en;es;Which Mongolian ruler invaded Japan twice and never conquered it?;¿Qué líder de Mongolia invadió Japón dos veces y jamás lo conquistó?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
d21c7c31;en;es;Which Serbian inventor never got married?;¿Qué inventor serbio nunca se casó?;['Q403'];mintaka;{'Q403': {'es': 'Serbia', 'en': 'Serbia'}}
491501df;en;es;During the Battle of the Little Bighorn, which fighting force did not win?;Durante la batalla de Little Bighorn, ¿cuál fuerza no ganó?;['Q205422'];mintaka;{'Q205422': {'es': 'Batalla de Little Big Horn', 'en': 'Battle of the Little Bighorn'}}
aca90aa1;en;es;Which Confederate general did not survive after taking part in the Battle of Chancellorsville?;¿Qué general confederado no sobrevivió tras pelear en la Batalla de Chancellorsville?;['Q745979'];mintaka;{'Q745979': {'es': 'Batalla de Chancellorsville', 'en': 'Battle of Chancellorsville'}}
ec64d094;en;es;Which US aircraft carrier at the Battle of Midway did not survive the battle?;¿Qué portaaviones de los EE. UU. no sobrevivió la Batalla de Midway?;['Q173034'];mintaka;{'Q173034': {'es': 'Batalla de Midway', 'en': 'Battle of Midway'}}
5d0aa441;en;es;Who was president of the United States and did not have a First Lady?;¿Quién fue presidente de los Estados Unidos sin tener una primera dama?;['Q30', 'Q203184'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}, 'Q203184': {'es': 'primera dama', 'en': 'First Lady'}}
823d7491;en;es;Name the west European country with alpine villages and Mediterranean beaches that gifted the US with the Statue of Liberty?;¿Cuál fue el país de Europa occidental con aldeas alpinas y playas mediterráneas que obsequió la Estatua de la Libertad a Estados Unidos?;['Q9202', 'Q4918', 'Q30', 'Q46'];mintaka;{'Q9202': {'es': 'Estatua de la Libertad', 'en': 'Statue of Liberty'}, 'Q4918': {'es': 'Mediterráneo', 'en': 'Mediterranean Sea'}, 'Q30': {'es': 'Estados Unidos', 'en': 'United States'}, 'Q46': {'es': 'Europa', 'en': 'Europe'}}
67f5d6f0;en;es;Who was president of the United States and also born on the Fourth of July?;¿Quién fue el presidente de los Estados Unidos que también cumplía años el 4 de julio?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
5c2262bc;en;es;Who was a Pharaoh of the 18th Dynasty and had no successor?;¿Quién fue el faraón de la 18ª dinastía y no tuvo sucesor?;['Q37110'];mintaka;{'Q37110': {'es': 'faraón', 'en': 'pharaoh'}}
9993a79b;en;es;Which country was a member of the Axis Alliance and fought in the Pacific theater of World War II?;¿Qué país fue miembro de la alianza del Eje y peleó en el teatro del Pacífico de la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
cc3b5f9b;en;es;Which country contains the Nile Delta and was ruled by Khufu in 2589 ‒ 2566 BC?;¿Qué país tiene el delta del Nilo y fue gobernado por Khufu en 2589 hasta 2566 a. C.?;['Q179528'];mintaka;{'Q179528': {'es': 'Delta del Nilo', 'en': 'Nile Delta'}}
